代码	名称	涨幅%	封单额	涨速%	总金额	量比	换手%	振幅%	现价	买价	卖价	涨跌	总量	现量	今开	最高	最低	昨收	市盈(动)	细分行业	地区	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	笔均量	笔换手	连涨天	昨涨幅%	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	年涨停天	换手Z	流通市值Z	流通比例Z%	市盈(TTM)	
123113	仙乐转债	0.78	--  	0.01	880.02	  1.67	          0.82	1.15	104.815	104.815	104.993	0.815	8413	95	104.000	105.192	103.992	104.000	--  	上证		104.602	4821	3592	  1.34	2	1	--  	--  	--  	--  	          0.10	         10.74亿	--  	 -2.91	    614	     14	        0.0013	1	-0.38	0.20	-2.32	-9.86	-12.65	0	--  	--  	--  	--  	
113623	凤21转债	0.78	--  	0.10	3483.78	  0.98	          1.31	1.18	106.80	106.71	106.80	0.83	32708	9	106.01	107.00	105.75	105.97	--  	深证		106.51	9571	23137	  0.41	17	1872	--  	--  	--  	--  	          0.25	         26.70亿	--  	 -1.62	    757	     43	        0.0017	2	0.56	0.88	-1.28	-13.66	-15.27	0	--  	--  	--  	--  	
110061	川投转债	0.78	--  	-0.01	8235.98	  0.67	          1.58	1.28	131.55	131.51	131.57	1.02	62667	10	131.00	132.37	130.70	130.53	--  	深证		131.42	32979	29688	  1.11	7	24	--  	--  	--  	--  	          0.40	         52.11亿	--  	 -1.62	   2012	     31	        0.0008	4	0.43	1.75	0.98	-10.83	-15.33	0	--  	--  	--  	--  	
123056	雪榕转债	0.76	--  	0.00	1445.48	  0.93	          2.35	0.67	105.772	105.770	105.772	0.802	13702	83	105.203	105.800	105.100	104.970	--  	上证		105.494	6970	6733	  1.04	6	3	--  	--  	--  	--  	          0.06	          6.18亿	--  	 -2.93	    862	     16	        0.0027	1	-0.41	0.43	0.32	-4.81	-3.21	0	--  	--  	--  	--  	
128142	新乳转债	0.76	--  	0.00	4883.68	  7.47	          6.19	4.73	109.113	109.111	109.113	0.822	44477	498	108.359	113.481	108.359	108.291	--  	上证		109.802	24633	19844	  1.24	5	8	--  	--  	--  	--  	          0.07	          7.83亿	--  	 -2.93	   1801	     25	        0.0034	1	-0.17	0.24	-2.70	-10.91	-11.22	0	--  	--  	--  	--  	
123038	联得转债	0.75	--  	-0.11	1369.52	  0.69	          7.64	1.52	121.800	121.800	121.951	0.910	11248	109	120.890	122.428	120.590	120.890	--  	上证		121.757	4722	6527	  0.72	7	1	--  	--  	--  	--  	          0.01	          1.79亿	--  	 -2.94	    665	     17	        0.0115	1	-0.39	1.87	1.67	-3.25	-8.63	0	--  	--  	--  	--  	
113605	大参转债	0.75	--  	-0.02	3316.65	  2.35	          2.22	1.11	106.37	106.22	106.40	0.79	31235	3	105.90	106.80	105.63	105.58	--  	深证		106.18	11691	19544	  0.60	4	234	--  	--  	--  	--  	          0.14	         14.94亿	--  	 -1.66	   1299	     24	        0.0017	2	0.83	1.22	-1.05	-8.31	-9.63	0	--  	--  	--  	--  	
113589	天创转债	0.72	--  	0.01	1642.59	  1.02	          2.77	1.05	98.87	98.81	98.90	0.71	16636	8	98.32	99.19	98.16	98.16	--  	深证		98.74	10711	5925	  1.81	4	218	--  	--  	--  	--  	          0.06	          5.93亿	--  	 -1.68	   2061	      8	        0.0013	2	0.49	0.81	-1.88	-5.55	-5.36	0	--  	--  	--  	--  	
110077	洪城转债	0.72	--  	-0.75	3841.47	  0.88	          1.71	2.74	127.40	127.50	127.89	0.91	30220	11	126.70	129.12	125.65	126.49	--  	深证		127.12	10714	19506	  0.55	6	2	--  	--  	--  	--  	          0.18	         22.52亿	--  	 -1.69	   1510	     20	        0.0011	3	0.53	3.30	2.02	-5.84	-7.94	0	--  	--  	--  	--  	
123090	三诺转债	0.69	--  	0.10	2231.22	  3.00	          4.17	0.98	106.990	106.890	106.990	0.738	20868	34	106.656	107.200	106.159	106.252	--  	上证		106.921	3440	17429	  0.20	19	7	--  	--  	--  	--  	          0.05	          5.35亿	--  	 -3.00	    530	     39	        0.0079	1	0.00	0.49	-1.63	-10.84	-13.32	0	--  	--  	--  	--  	
128015	久其转债	0.69	--  	0.02	5729.34	  0.86	          6.72	0.76	109.565	109.565	109.573	0.753	52369	723	109.000	109.826	108.997	108.812	--  	上证		109.403	25251	27118	  0.93	112	4	--  	--  	--  	--  	          0.08	          8.54亿	--  	 -3.00	   1852	     28	        0.0036	1	-0.26	0.55	-2.92	-2.61	0.68	0	--  	--  	--  	--  	
113575	东时转债	0.68	--  	-0.16	11646.58	  0.50	         93.18	2.61	126.44	126.46	126.53	0.86	91708	50	125.50	128.50	125.22	125.58	--  	深证		127.00	48542	43166	  1.12	3	1	--  	--  	--  	--  	          0.01	          1.24亿	--  	 -1.72	   2832	     32	        0.0329	3	1.24	2.65	1.80	-1.63	-1.53	0	--  	--  	--  	--  	
128035	大族转债	0.65	--  	-0.03	2149.71	  0.31	          0.86	1.32	109.210	109.210	109.241	0.709	19714	558	108.659	109.658	108.230	108.501	--  	上证		109.045	13094	6621	  1.98	260	7	--  	--  	--  	--  	          0.23	         25.11亿	--  	 -3.04	    785	     25	        0.0011	3	1.40	2.62	-5.85	-16.38	-19.05	0	--  	--  	--  	--  	
113610	灵康转债	0.63	--  	0.03	3007.19	  5.24	          6.07	1.40	108.18	108.17	108.20	0.68	27803	4	107.59	109.00	107.50	107.50	--  	深证		108.16	6217	21586	  0.29	2	199	--  	--  	--  	--  	          0.05	          4.95亿	--  	 -1.77	    987	     28	        0.0062	1	-0.30	0.35	-4.67	-9.09	-15.57	0	--  	--  	--  	--  	
113624	正川转债	0.63	--  	0.02	3214.44	  4.75	          7.59	1.37	104.49	104.49	104.50	0.65	30754	1	103.98	105.32	103.90	103.84	--  	深证		104.52	11635	19119	  0.61	1	516	--  	--  	--  	--  	          0.04	          4.23亿	--  	 -1.78	   2232	     14	        0.0034	1	-0.14	0.22	-2.93	-8.29	-9.36	0	--  	--  	--  	--  	
123128	首华转债	0.62	--  	0.00	7060.61	  0.66	          5.03	1.17	101.708	101.708	101.710	0.630	69404	428	101.500	102.400	101.219	101.078	--  	上证		101.732	33034	36370	  0.91	116	81	--  	--  	--  	--  	          0.14	         14.03亿	--  	 -3.07	   2224	     31	        0.0023	1	-0.28	2.19	-3.09	-7.11	-8.06	0	--  	--  	--  	--  	
127057	盘龙转债	0.62	--  	0.56	788906.55	  0.80	        917.48	10.26	297.000	297.000	297.002	1.829	2532253	10733	301.000	325.000	294.706	295.171	--  	上证		311.543	1270420	1261833	  1.01	617	10	--  	--  	--  	--  	          0.03	          8.20亿	--  	 -3.07	   4744	    534	        0.1934	1	-7.18	-5.42	197.00	197.00	197.00	0	--  	--  	--  	--  	
113056	重银转债	0.60	--  	-0.05	19353.79	  0.56	          1.47	0.71	101.66	101.65	101.66	0.61	190951	31	101.10	101.75	101.03	101.05	--  	深证		101.35	114212	76739	  1.49	89	28	--  	--  	--  	--  	          1.30	        132.16亿	--  	 -1.80	   4348	     44	        0.0003	1	-0.01	0.85	1.66	1.66	1.66	0	--  	--  	--  	--  	
123130	设研转债	0.60	--  	0.00	185184.54	  0.81	        341.61	5.17	143.000	142.999	143.000	0.858	1284467	6369	146.000	146.760	139.405	142.142	--  	上证		144.172	639066	645402	  0.99	137	18	--  	--  	--  	--  	          0.04	          5.38亿	--  	 -3.09	   4687	    274	        0.0729	4	0.52	3.47	-4.57	-2.40	8.66	0	--  	--  	--  	--  	
113606	荣泰转债	0.58	--  	0.02	1287.43	  2.17	          1.98	0.88	108.78	108.79	108.80	0.63	11858	10	108.68	109.08	108.13	108.15	--  	深证		108.57	3707	8151	  0.45	79	1855	--  	--  	--  	--  	          0.06	          6.53亿	--  	 -1.82	    963	     12	        0.0021	1	-1.02	-1.08	-3.13	-11.45	-15.05	0	--  	--  	--  	--  	
110079	杭银转债	0.57	--  	0.02	25788.84	  0.77	          1.39	1.68	125.00	125.00	125.01	0.71	207783	1	124.48	125.10	123.01	124.29	--  	深证		124.11	103981	103802	  1.00	482	172	--  	--  	--  	--  	          1.50	        187.49亿	--  	 -1.83	   3968	     52	        0.0003	4	0.68	2.04	2.62	-1.79	0.27	0	--  	--  	--  	--  	
113569	科达转债	0.57	--  	0.03	745.70	  1.06	          1.41	0.66	102.47	102.42	102.51	0.58	7282	1	101.96	102.63	101.96	101.89	--  	深证		102.40	3968	3314	  1.20	1	50	--  	--  	--  	--  	          0.05	          5.28亿	--  	 -1.84	    748	     10	        0.0019	1	-0.21	0.14	-1.12	-4.66	-4.07	0	--  	--  	--  	--  	
123072	乐歌转债	0.56	--  	-0.04	70868.74	  0.34	        404.65	4.25	121.501	121.501	121.533	0.681	574285	2667	120.720	125.850	120.720	120.820	--  	上证		123.403	286147	288138	  0.99	21	4	--  	--  	--  	--  	          0.01	          1.72亿	--  	 -3.13	   4153	    138	        0.0974	2	1.53	0.50	0.43	-1.22	-0.98	0	--  	--  	--  	--  	
128014	永东转债	0.56	--  	0.05	1001.05	  1.17	          2.74	1.35	109.000	109.000	109.001	0.604	9230	71	108.399	109.123	107.660	108.396	--  	上证		108.456	4248	4982	  0.85	25	1	--  	--  	--  	--  	          0.03	          3.67亿	--  	 -3.14	    831	     11	        0.0033	1	-0.28	0.24	-2.43	-6.34	-6.64	0	--  	--  	--  	--  	
128072	翔鹭转债	0.54	--  	-0.09	1264.00	  3.58	          3.95	1.56	106.070	106.070	106.113	0.572	11915	160	105.800	106.750	105.100	105.498	--  	上证		106.085	6701	5215	  1.28	11	1	--  	--  	--  	--  	          0.03	          3.20亿	--  	 -3.15	    742	     16	        0.0053	1	-0.15	0.59	-2.06	-5.29	-6.29	0	--  	--  	--  	--  	
128083	新北转债	0.54	--  	-0.10	1517.22	  0.91	          1.55	0.87	111.600	111.600	111.753	0.601	13609	69	110.999	111.850	110.880	110.999	--  	上证		111.487	8418	5191	  1.62	218	22	--  	--  	--  	--  	          0.09	          9.79亿	--  	 -3.15	    456	     30	        0.0034	4	0.04	1.08	3.53	-3.04	-5.07	0	--  	--  	--  	--  	
128013	洪涛转债	0.54	--  	0.02	7020.12	  1.17	          8.27	0.84	108.100	108.100	108.152	0.577	64938	323	107.645	108.548	107.645	107.523	--  	上证		108.105	30488	34450	  0.88	51	8	--  	--  	--  	--  	          0.08	          8.49亿	--  	 -3.16	   1811	     36	        0.0046	1	-0.58	0.24	-9.97	-9.56	-13.23	0	--  	--  	--  	--  	
113622	杭叉转债	0.53	--  	0.00	1574.19	  0.92	          1.28	1.57	107.33	107.29	107.34	0.57	14713	6	107.19	107.95	106.27	106.76	--  	深证		106.99	8004	6709	  1.19	24	4	--  	--  	--  	--  	          0.11	         12.34亿	--  	 -1.87	    959	     15	        0.0013	1	-1.31	1.52	-1.65	-9.78	-10.26	0	--  	--  	--  	--  	
113584	家悦转债	0.47	--  	0.00	2416.37	  1.58	          3.64	1.48	102.57	102.53	102.58	0.48	23500	4	102.09	103.60	102.09	102.09	--  	深证		102.82	13256	10244	  1.29	29	25	--  	--  	--  	--  	          0.06	          6.62亿	--  	 -1.94	   1285	     18	        0.0028	1	-0.52	-0.13	-0.42	-4.40	-5.17	0	--  	--  	--  	--  	
110072	广汇转债	0.47	--  	0.04	9482.08	  1.96	          3.00	0.69	94.10	94.13	94.14	0.44	100918	16	93.91	94.35	93.70	93.66	--  	深证		93.96	55830	45088	  1.24	70	121	--  	--  	--  	--  	          0.34	         31.68亿	--  	 -1.94	   3728	     27	        0.0008	1	-0.38	0.46	-2.89	-8.11	-8.02	0	--  	--  	--  	--  	
128070	智能转债	0.46	--  	0.19	72896.31	  0.33	        272.04	3.25	115.323	115.323	115.329	0.523	624563	5111	116.800	118.830	115.100	114.800	--  	上证		116.716	322047	302516	  1.06	453	8	--  	--  	--  	--  	          0.02	          2.65亿	--  	 -3.24	   4270	    146	        0.0637	2	0.15	0.46	2.43	-0.58	-0.87	0	--  	--  	--  	--  	
127025	冀东转债	0.42	--  	0.00	2173.88	  0.56	          1.09	1.65	112.000	112.000	112.002	0.470	19356	348	112.000	113.090	111.250	111.530	--  	上证		112.311	12928	6428	  2.01	3609	8	--  	--  	--  	--  	          0.18	         19.90亿	--  	 -3.27	    800	     24	        0.0014	1	-0.79	3.53	0.09	-6.28	-5.79	0	--  	--  	--  	--  	
113052	兴业转债	0.39	--  	-0.06	61161.70	  1.14	          1.12	1.06	109.69	109.66	109.69	0.43	560760	27	109.38	109.82	108.66	109.26	--  	深证		109.07	298289	262471	  1.14	1	47	--  	--  	--  	--  	          5.00	        548.45亿	--  	 -2.01	   3930	    143	        0.0003	3	0.23	0.92	0.29	-5.02	9.69	0	--  	--  	--  	--  	
123129	锦鸡转债	0.38	--  	0.08	1030.60	  0.67	          1.61	0.85	107.048	107.000	107.048	0.409	9649	87	106.551	107.210	106.303	106.639	--  	上证		106.809	5538	4112	  1.35	1	60	--  	--  	--  	--  	          0.06	          6.42亿	--  	 -3.31	    899	     11	        0.0018	1	-0.10	0.99	-3.37	-11.52	-14.55	0	--  	--  	--  	--  	
128141	旺能转债	0.38	--  	0.03	4898.65	  0.70	          2.98	1.42	129.500	129.500	129.510	0.488	37871	1060	129.900	130.137	128.300	129.012	--  	上证		129.351	20633	17239	  1.20	940	1	--  	--  	--  	--  	          0.13	         16.45亿	--  	 -3.31	   1867	     20	        0.0016	4	1.95	6.55	0.46	-7.50	0.00	0	--  	--  	--  	--  	
127012	招路转债	0.36	--  	0.00	3389.36	  1.17	          0.59	1.76	114.100	114.055	114.100	0.412	29735	2	113.993	115.099	113.103	113.688	--  	上证		113.986	19153	10583	  1.81	33	1010	--  	--  	--  	--  	          0.50	         57.05亿	--  	 -3.33	   1241	     24	        0.0005	3	1.27	2.40	0.50	-4.12	-4.40	0	--  	--  	--  	--  	
110053	苏银转债	0.33	--  	-0.01	32226.19	  0.83	          1.32	1.56	122.50	122.42	122.45	0.40	263274	63	123.00	123.50	121.60	122.10	--  	深证		122.41	133091	130183	  1.02	1	170	--  	--  	--  	--  	          2.00	        244.99亿	--  	 -2.08	   3853	     68	        0.0003	3	1.35	2.33	2.69	-1.62	2.67	0	--  	--  	--  	--  	
113642	上22转债	0.31	--  	-0.07	8458.01	  0.39	          2.86	1.62	119.80	119.80	119.83	0.37	70588	1	119.58	120.83	118.90	119.43	--  	深证		119.82	40791	29797	  1.37	2418	39	--  	--  	--  	--  	          0.25	         29.59亿	--  	 -2.10	   2804	     25	        0.0010	4	0.29	5.44	19.80	19.80	19.80	0	--  	--  	--  	--  	
128129	青农转债	0.29	--  	0.00	10531.97	  2.08	          2.03	0.78	104.117	104.117	104.118	0.298	101480	70	103.819	104.200	103.390	103.819	--  	上证		103.784	69146	32335	  2.14	21	16	--  	--  	--  	--  	          0.50	         52.06亿	--  	 -3.41	   2261	     45	        0.0009	3	0.03	0.37	-0.45	-8.18	-5.35	0	--  	--  	--  	--  	
128048	张行转债	0.26	--  	0.17	5008.70	  0.65	          1.63	1.32	123.600	123.411	123.600	0.323	40650	77	123.500	123.832	122.200	123.277	--  	上证		123.215	24312	16339	  1.49	6	84	--  	--  	--  	--  	          0.25	         30.86亿	--  	 -3.43	   1901	     21	        0.0009	3	1.76	2.31	2.49	-4.73	-0.17	0	--  	--  	--  	--  	
127034	绿茵转债	0.26	--  	0.01	2494.31	  2.48	          3.47	0.61	101.074	101.064	101.074	0.263	24717	115	100.820	101.220	100.601	100.811	--  	上证		100.915	13597	11120	  1.22	17	164	--  	--  	--  	--  	          0.07	          7.20亿	--  	 -3.43	   1706	     14	        0.0020	1	-0.08	0.17	-2.70	-6.34	-5.51	0	--  	--  	--  	--  	
128063	未来转债	0.18	--  	0.00	2416.80	  3.06	          3.46	0.64	110.845	110.841	110.845	0.195	21792	161	110.708	111.311	110.600	110.650	--  	上证		110.903	6318	15475	  0.41	1	3	--  	--  	--  	--  	          0.06	          6.98亿	--  	 -3.52	    879	     25	        0.0039	1	-1.00	-1.30	-3.32	-7.52	-7.82	0	--  	--  	--  	--  	
113021	中信转债	0.16	--  	0.01	5470.82	  1.02	          0.13	0.27	108.82	108.81	108.82	0.17	50323	1	108.63	108.90	108.61	108.65	--  	深证		108.71	27604	22719	  1.22	362	38	--  	--  	--  	--  	          4.00	        435.28亿	--  	 -2.25	   1276	     39	        0.0001	1	-0.01	0.12	0.34	-2.04	-0.73	0	--  	--  	--  	--  	
113042	上银转债	0.15	--  	0.02	9478.35	  0.55	          0.45	0.27	104.85	104.85	104.88	0.16	90506	20	104.69	104.89	104.61	104.69	--  	深证		104.73	44918	45588	  0.99	2523	4	--  	--  	--  	--  	          2.00	        209.69亿	--  	 -2.25	   1573	     58	        0.0003	1	-0.18	-0.03	0.57	-2.44	-0.91	0	--  	--  	--  	--  	
128108	蓝帆转债	0.15	--  	0.00	5037.90	  2.09	          3.30	3.15	100.850	100.850	100.851	0.154	50215	165	100.300	101.180	98.010	100.696	--  	上证		100.327	21601	28615	  0.75	37	61	--  	--  	--  	--  	          0.15	         15.35亿	--  	 -3.54	   2212	     23	        0.0015	1	-0.39	-0.36	-5.31	-13.41	-13.25	0	--  	--  	--  	--  	
113037	紫银转债	0.14	--  	0.01	1626.89	  0.65	          0.35	0.75	104.19	104.16	104.21	0.15	15601	1	104.11	104.65	103.87	104.04	--  	深证		104.28	7642	7959	  0.96	51	1	--  	--  	--  	--  	          0.45	         46.88亿	--  	 -2.26	   1226	     13	        0.0003	1	-0.26	-0.01	0.44	-4.68	-4.24	0	--  	--  	--  	--  	
110076	华海转债	0.08	--  	0.02	4519.94	  2.18	          2.26	1.51	108.54	108.56	108.59	0.09	41722	5	108.85	109.19	107.55	108.45	--  	深证		108.33	17616	24106	  0.73	5	4	--  	--  	--  	--  	          0.18	         20.00亿	--  	 -2.32	   2559	     16	        0.0009	2	0.31	-0.23	-1.81	-8.43	-7.90	0	--  	--  	--  	--  	
128030	天康转债	0.08	--  	0.00	4158.77	  0.51	         27.26	2.22	177.921	177.800	177.921	0.144	23318	57	178.780	180.977	177.033	177.777	--  	上证		178.350	12759	10559	  1.21	31	1	--  	--  	--  	--  	          0.01	          1.52亿	--  	 -3.61	   1122	     21	        0.0243	4	5.00	5.17	-11.19	-8.86	-13.36	0	--  	--  	--  	--  	
113050	南银转债	0.06	--  	0.00	30149.08	  0.75	          1.29	2.33	122.69	122.69	122.71	0.07	246566	31	122.89	123.79	120.93	122.62	--  	深证		122.28	123534	123032	  1.00	6	56	--  	--  	--  	--  	          1.91	        234.68亿	--  	 -2.35	   3904	     63	        0.0003	2	1.51	1.16	3.83	0.85	3.61	0	--  	--  	--  	--  	
127003	海印转债	0.03	--  	0.25	8799.05	  0.69	         11.89	0.81	110.100	110.100	110.110	0.030	80051	1401	110.300	110.452	109.555	110.070	--  	上证		109.918	39933	40118	  1.00	569	6	--  	--  	--  	--  	          0.07	          7.41亿	--  	 -3.67	   2416	     33	        0.0049	3	0.44	0.92	-8.89	-5.41	-8.55	0	--  	--  	--  	--  	
110059	浦发转债	0.02	--  	0.00	18726.50	  0.53	          0.35	0.20	105.57	105.60	105.61	0.02	177429	79	105.55	105.64	105.43	105.55	--  	深证		105.54	91264	86165	  1.06	29	293	--  	--  	--  	--  	          5.00	        527.84亿	--  	 -2.39	   1868	     95	        0.0002	3	0.14	0.17	0.31	-1.15	-0.27	0	--  	--  	--  	--  	
127024	盈峰转债	0.01	--  	0.00	6560.36	  3.96	          4.29	1.93	103.182	103.166	103.182	0.007	63362	601	103.491	105.000	103.011	103.175	--  	上证		103.538	29533	33829	  0.87	3	22	--  	--  	--  	--  	          0.15	         15.23亿	--  	 -3.69	   1519	     42	        0.0028	2	0.53	0.45	-2.01	-10.97	-15.84	0	--  	--  	--  	--  	
110808	动力定02	--  	--  	--  	0.00	--  	--  	0.00	100.41	--  	--  	--  	0	0	--  	--  	--  	100.41	--  	深证		100.41	0	0	--  	0	0	--  	--  	--  	--  	--  	--  	--  	 -2.41	      0	--  	--  	--  	--  	--  	--  	--  	--  	0	--  	--  	--  	--  	
110807	动力定01	--  	--  	--  	0.00	--  	--  	0.00	100.00	--  	--  	--  	0	0	--  	--  	--  	100.00	--  	深证		100.00	0	0	--  	0	0	--  	--  	--  	--  	--  	--  	--  	 -2.41	      0	--  	--  	--  	--  	--  	--  	--  	--  	0	--  	--  	--  	--  	
110068	龙净转债	0.00	--  	0.00	0.00	0.00	--  	0.00	114.88	--  	--  	0.00	0	0	--  	--  	--  	114.88	--  	深证		114.88	0	0	--  	0	0	--  	--  	--  	--  	          0.20	         22.97亿	--  	 -2.41	      1	      0	        0.0000	0	0.29	-0.01	-3.86	3.03	2.43	0	--  	--  	--  	--  	
123029	英科转债	--  	--  	--  	0.00	0.00	--  	0.00	1379.200	--  	--  	--  	0	0	--  	--  	--  	1379.200	--  	上证		1379.200	0	0	--  	0	0	--  	--  	--  	--  	          0.00	          0.36亿	--  	 -3.69	      0	--  	--  	3	9.35	14.60	0.00	0.00	0.00	0	--  	--  	--  	--  	
113640	苏利转债	-0.03	--  	-0.01	33437.60	  1.11	         30.37	3.24	115.24	115.24	115.25	-0.04	290682	2	114.65	116.56	112.82	115.28	--  	深证		115.03	140221	150461	  0.93	368	57	--  	--  	--  	--  	          0.10	         11.03亿	--  	 -2.44	   3963	     73	        0.0077	-1	5.52	7.09	3.90	15.24	15.24	0	--  	--  	--  	--  	
127032	苏行转债	-0.07	--  	0.00	2049.37	  0.49	          0.36	1.50	113.320	113.320	113.348	-0.080	18036	71	113.967	114.550	112.853	113.400	--  	上证		113.627	9274	8762	  1.06	9	49	--  	--  	--  	--  	          0.50	         56.66亿	--  	 -3.76	    801	     23	        0.0005	-1	1.59	2.50	2.83	-2.73	0.11	0	--  	--  	--  	--  	
113045	环旭转债	-0.09	--  	0.00	7625.76	  1.73	          2.02	2.80	109.61	109.57	109.61	-0.10	69564	4	109.30	111.19	108.12	109.71	--  	深证		109.62	29602	39962	  0.74	9	23	--  	--  	--  	--  	          0.34	         37.81亿	--  	 -2.50	   2643	     26	        0.0008	-1	4.08	3.55	-0.09	-7.17	-9.80	0	--  	--  	--  	--  	
128124	科华转债	-0.20	--  	0.00	10281.67	  1.31	         14.43	1.28	96.190	96.190	96.198	-0.192	106462	1971	96.730	97.240	96.010	96.382	--  	上证		96.576	60518	45945	  1.32	153	6	--  	--  	--  	--  	          0.07	          7.10亿	--  	 -3.89	   2817	     38	        0.0051	-2	-0.52	-0.22	-8.28	-10.35	-12.16	0	--  	--  	--  	--  	
127017	万青转债	-0.21	--  	0.18	2430.11	  1.19	          2.00	2.58	121.749	121.742	121.749	-0.251	19988	19	122.990	123.350	120.201	122.000	--  	上证		121.579	14289	5699	  2.51	3	21	--  	--  	--  	--  	          0.10	         12.17亿	--  	 -3.90	    778	     26	        0.0026	-2	-1.20	2.87	1.04	-5.39	-4.13	0	--  	--  	--  	--  	
113011	光大转债	-0.30	--  	0.12	48768.68	  2.66	          1.90	0.99	106.29	106.22	106.27	-0.32	459297	1	106.87	106.87	105.81	106.61	--  	深证		106.18	238189	221108	  1.08	562	36	--  	--  	--  	--  	          2.42	        257.21亿	--  	 -2.71	   3692	    124	        0.0005	-2	-0.05	0.04	-1.26	-6.94	-6.07	0	--  	--  	--  	--  	
128128	齐翔转2	-0.33	--  	-0.49	6704.65	  0.65	          7.36	3.15	133.547	133.500	133.547	-0.441	50063	949	133.000	135.900	131.674	133.988	--  	上证		133.924	26248	23816	  1.10	3	1717	--  	--  	--  	--  	          0.07	          9.09亿	--  	 -4.02	   2347	     21	        0.0031	-1	3.29	7.70	-15.09	-27.06	-31.02	0	--  	--  	--  	--  	
113044	大秦转债	-0.44	--  	0.02	20584.46	  0.87	          0.59	1.09	108.22	108.21	108.22	-0.48	190139	5	108.40	109.00	107.82	108.70	--  	深证		108.26	101065	89074	  1.13	23	39	--  	--  	--  	--  	          3.20	        346.29亿	--  	 -2.85	   3103	     61	        0.0002	-1	0.18	0.16	-0.13	-2.74	-1.13	0	--  	--  	--  	--  	
128106	华统转债	-0.51	--  	-0.49	13161.02	  0.65	         26.37	3.14	171.417	171.405	171.417	-0.873	76294	410	175.300	175.700	170.290	172.290	--  	上证		172.504	39999	36295	  1.10	6	2731	--  	--  	--  	--  	          0.03	          4.96亿	--  	 -4.20	   2856	     27	        0.0092	-1	0.71	6.46	-8.33	-2.77	-6.89	0	--  	--  	--  	--  	
127045	牧原转债	-0.52	--  	-0.07	27857.50	  1.30	          2.36	1.85	123.800	123.760	123.800	-0.644	225132	287	124.820	125.000	122.692	124.444	--  	上证		123.739	113230	111903	  1.01	2	268	--  	--  	--  	--  	          0.95	        118.21亿	--  	 -4.21	   3323	     68	        0.0007	-2	-0.25	2.31	-4.63	-14.14	-10.81	0	--  	--  	--  	--  	
123013	横河转债	-0.68	--  	0.00	33524.32	  0.40	        232.75	2.82	375.220	375.220	375.224	-2.580	88370	895	378.999	384.780	374.110	377.800	--  	上证		379.363	45772	42599	  1.07	26	1	--  	--  	--  	--  	          0.00	          1.42亿	--  	 -4.38	   3655	     24	        0.0637	-1	1.78	1.08	-1.67	12.01	26.76	0	--  	--  	--  	--  	
127049	希望转2	-0.83	--  	0.00	9211.96	  0.97	          0.94	1.75	119.500	119.499	119.500	-1.000	76614	369	120.500	121.413	119.300	120.500	--  	上证		120.239	41736	34879	  1.20	111	218	--  	--  	--  	--  	          0.81	         97.39亿	--  	 -4.52	   2494	     31	        0.0004	-2	-0.71	1.70	-7.79	-17.93	-10.74	0	--  	--  	--  	--  	
123071	天能转债	-0.93	--  	0.03	35021.57	  2.05	         41.16	3.44	123.230	123.230	123.240	-1.161	285757	1037	123.000	124.389	120.112	124.391	--  	上证		122.557	125997	159761	  0.79	150	98	--  	--  	--  	--  	          0.07	          8.56亿	--  	 -4.63	   3792	     75	        0.0109	-2	-3.25	1.81	-26.25	-34.97	-42.34	0	--  	--  	--  	--  	
113541	荣晟转债	-1.46	--  	-0.72	19135.78	  1.25	         95.59	4.28	133.49	133.45	133.46	-1.98	143415	5	133.30	136.99	131.19	135.47	--  	深证		133.43	70186	73229	  0.96	1	17	--  	--  	--  	--  	          0.02	          2.00亿	--  	 -3.87	   3563	     40	        0.0268	-1	3.48	-7.66	-20.35	-13.65	-24.75	0	--  	--  	--  	--  	
113620	傲农转债	-1.83	--  	-0.02	40702.87	  0.63	         34.95	5.88	137.14	137.20	137.24	-2.56	295796	33	141.02	143.87	135.65	139.70	--  	深证		137.60	158783	137013	  1.16	5	81	--  	--  	--  	--  	          0.08	         11.61亿	--  	 -4.24	   4351	     68	        0.0080	-1	1.95	5.31	-19.42	-3.47	10.04	0	--  	--  	--  	--  	
123135	泰林转债	-2.04	--  	0.00	314381.70	  0.68	        425.71	9.64	336.000	336.000	336.002	-7.000	893991	3680	355.000	366.800	333.738	343.000	--  	上证		351.661	442089	451902	  0.98	526	12	--  	--  	--  	--  	          0.02	          7.06亿	--  	 -5.73	   4719	    189	        0.0902	-4	-6.03	-10.01	152.21	157.08	236.00	0	--  	--  	--  	--  	
123107	温氏转债	-2.04	--  	0.11	71383.87	  2.46	          6.35	3.85	120.000	119.994	120.000	-2.500	590308	3390	122.510	124.318	119.600	122.500	--  	上证		120.926	324032	266276	  1.22	2	8454	--  	--  	--  	--  	          0.93	        111.56亿	--  	 -5.73	   3885	    152	        0.0016	-2	-1.88	-0.41	-6.83	-12.20	-11.18	0	--  	--  	--  	--  	
