代码	名称	涨幅%	封单额	涨速%	总金额	量比	换手%	振幅%	现价	买价	卖价	涨跌	总量	现量	今开	最高	最低	昨收	市盈(动)	细分行业	地区	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	笔均量	笔换手	连涨天	昨涨幅%	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	年涨停天	换手Z	流通市值Z	流通比例Z%	市盈(TTM)	
128041	盛路转债	-2.18	--  	0.00	64486.48	  0.79	        488.07	5.37	245.333	245.333	245.335	-5.468	258378	1105	255.000	258.080	244.600	250.801	--  	上证		249.582	130491	127888	  1.02	23	28	--  	--  	--  	--  	          0.01	          1.30亿	--  	 -5.87	   4261	     61	        0.1145	-1	6.06	5.12	-10.04	-9.64	-7.23	0	--  	--  	--  	--  	
128132	交建转债	-2.59	--  	0.00	248416.08	  2.93	        236.41	7.78	119.916	119.916	119.917	-3.194	2006976	7060	123.660	128.880	119.301	123.110	--  	上证		123.776	1005473	1001503	  1.00	274	290	--  	--  	--  	--  	          0.08	         10.18亿	--  	 -6.29	   4731	    424	        0.0500	-1	7.23	5.46	7.07	6.71	10.01	0	--  	--  	--  	--  	
123027	蓝晓转债	-4.03	--  	0.00	836338.79	  4.17	       2170.07	14.30	333.000	333.000	333.003	-14.000	2321257	5329	358.000	379.629	330.000	347.000	--  	上证		360.296	1169839	1151419	  1.02	352	140	--  	--  	--  	--  	          0.01	          3.56亿	--  	 -7.73	   4741	    490	        0.4577	-1	16.05	42.44	1.19	-11.08	-10.61	0	--  	--  	--  	--  	
113027	华钰转债	-5.22	--  	-0.38	51776.60	  0.61	        140.22	3.93	151.61	151.55	151.56	-8.35	334897	30	152.50	157.49	151.20	159.96	--  	深证		154.60	174464	160433	  1.09	1	84	--  	--  	--  	--  	          0.02	          3.62亿	--  	 -7.63	   4398	     76	        0.0319	-1	3.45	-1.00	-8.81	12.35	5.53	0	--  	--  	--  	--  	
123015	蓝盾转债	-16.76	--  	-0.21	39244.19	  2.77	        280.57	9.87	136.600	136.529	136.600	-27.500	280990	1987	147.690	147.690	131.500	164.100	--  	上证		139.664	140782	140208	  1.00	3	51	--  	--  	--  	--  	          0.01	          1.37亿	--  	-20.45	   4006	     70	        0.0700	-1	0.87	-17.38	-31.99	-37.60	-37.55	0	--  	--  	--  	--  	
123145	药石转债	--  	--  	--  	0.00	--  	--  	--  	0.000	--  	--  	--  	0	0	--  	--  	--  	--  	--  	上证		0.000	0	0	--  	0	0	--  	--  	--  	--  	          0.12	          0.00亿	--  	--  	      0	--  	--  	--  	--  	--  	--  	--  	--  	0	--  	--  	--  	--  	
113648	巨星转债	--  	--  	--  	0.00	--  	--  	--  	0.00	--  	--  	--  	0	0	--  	--  	--  	--  	--  	深证		0.00	0	0	--  	0	0	--  	--  	--  	--  	          0.10	          0.00亿	--  	--  	      0	--  	--  	--  	--  	--  	--  	--  	--  	0	--  	--  	--  	--  	
113647	禾丰转债	--  	--  	--  	0.00	--  	--  	--  	0.00	--  	--  	--  	0	0	--  	--  	--  	--  	--  	深证		0.00	0	0	--  	0	0	--  	--  	--  	--  	          0.15	          0.00亿	--  	--  	      0	--  	--  	--  	--  	--  	--  	--  	--  	0	--  	--  	--  	--  	
113646	永吉转债	--  	--  	--  	0.00	--  	--  	--  	0.00	--  	--  	--  	0	0	--  	--  	--  	--  	--  	深证		0.00	0	0	--  	0	0	--  	--  	--  	--  	          0.01	          0.00亿	--  	--  	      0	--  	--  	--  	--  	--  	--  	--  	--  	0	--  	--  	--  	--  	
113644	艾迪转债	--  	--  	--  	0.00	--  	--  	--  	0.00	--  	--  	--  	0	0	--  	--  	--  	--  	--  	深证		0.00	0	0	--  	0	0	--  	--  	--  	--  	          0.10	          0.00亿	--  	--  	      0	--  	--  	--  	--  	--  	--  	--  	--  	0	--  	--  	--  	--  	
113057	中银转债	--  	--  	--  	0.00	--  	--  	--  	0.00	--  	--  	--  	0	0	--  	--  	--  	--  	--  	深证		0.00	0	0	--  	0	0	--  	--  	--  	--  	          0.78	          0.00亿	--  	--  	      0	--  	--  	--  	--  	--  	--  	--  	--  	0	--  	--  	--  	--  	
110086	精工转债	--  	--  	--  	0.00	--  	--  	--  	0.00	--  	--  	--  	0	0	--  	--  	--  	--  	--  	深证		0.00	0	0	--  	0	0	--  	--  	--  	--  	          0.20	          0.00亿	--  	--  	      0	--  	--  	--  	--  	--  	--  	--  	--  	0	--  	--  	--  	--  	
110813	海正定转	--  	--  	--  	0.00	--  	--  	--  	0.00	--  	--  	--  	0	0	--  	--  	--  	--  	--  	深证		0.00	0	0	--  	0	0	--  	--  	--  	--  	--  	--  	--  	--  	      0	--  	--  	--  	--  	--  	--  	--  	--  	0	--  	--  	--  	--  	
110811	神马定01	--  	--  	--  	0.00	--  	--  	--  	0.00	--  	--  	--  	0	0	--  	--  	--  	--  	--  	深证		0.00	0	0	--  	0	0	--  	--  	--  	--  	--  	--  	--  	--  	      0	--  	--  	--  	--  	--  	--  	--  	--  	0	--  	--  	--  	--  	
110801	继峰定01	--  	--  	--  	0.00	--  	--  	--  	0.00	--  	--  	--  	0	0	--  	--  	--  	--  	--  	深证		0.00	0	0	--  	0	0	--  	--  	--  	--  	--  	--  	--  	--  	      0	--  	--  	--  	--  	--  	--  	--  	--  	0	--  	--  	--  	--  	
127063	贵轮转债	--  	--  	--  	0.00	--  	--  	--  	0.000	--  	--  	--  	0	0	--  	--  	--  	--  	--  	上证		0.000	0	0	--  	0	0	--  	--  	--  	--  	          0.18	          0.00亿	--  	--  	      0	--  	--  	--  	--  	--  	--  	--  	--  	0	--  	--  	--  	--  	
127062	垒知转债	--  	--  	--  	0.00	--  	--  	--  	0.000	--  	--  	--  	0	0	--  	--  	--  	--  	--  	上证		0.000	0	0	--  	0	0	--  	--  	--  	--  	          0.04	          0.00亿	--  	--  	      0	--  	--  	--  	--  	--  	--  	--  	--  	0	--  	--  	--  	--  	
127061	美锦转债	--  	--  	--  	0.00	--  	--  	--  	0.000	--  	--  	--  	0	0	--  	--  	--  	--  	--  	上证		0.000	0	0	--  	0	0	--  	--  	--  	--  	          0.36	          0.00亿	--  	--  	      0	--  	--  	--  	--  	--  	--  	--  	--  	0	--  	--  	--  	--  	
127060	湘佳转债	--  	--  	--  	0.00	--  	--  	--  	0.000	--  	--  	--  	0	0	--  	--  	--  	--  	--  	上证		0.000	0	0	--  	0	0	--  	--  	--  	--  	          0.06	          0.00亿	--  	--  	      0	--  	--  	--  	--  	--  	--  	--  	--  	0	--  	--  	--  	--  	
127059	永东转2	--  	--  	--  	0.00	--  	--  	--  	0.000	--  	--  	--  	0	0	--  	--  	--  	--  	--  	上证		0.000	0	0	--  	0	0	--  	--  	--  	--  	          0.04	          0.00亿	--  	--  	      0	--  	--  	--  	--  	--  	--  	--  	--  	0	--  	--  	--  	--  	
数据来源:通达信
